Name,Type,Population,Sexual_Offenses,Robbery_bank,Handbag_Robbery,Other_Robberies,Home_Invasions,Assaults,Simple_Assaults,Theft,Shoplifting,Theft_with_Aggravating_Circumstances,Burglary,Daytime_Burglary,Total_Bicycle_Theft,Total_Vehicle_Theft,Total_Pickpocketing,Assault_on_Officials,Resistance_Against_Officials,Assault_on_Officials_Specific,Concealment,Arson,Property_Damage,Drug_Offenses,Violent_Crime,Homicide,Street_Crime,Total_Sum,Total_Crime_Rate
Aachen,Kreis,564444,99.0,0.0,8.0,169.0,34.0,1264.0,3551.0,11221.0,4024.0,8476.0,1155.0,490.0,1885.0,3261.0,1007.0,254.0,168.0,86.0,350.0,237.0,3723.0,1912.0,1842.0,36.0,10682.0,55934.0,9909.574731948607
Ahrweiler,Kreis,128741,14.0,0.0,0.0,5.0,2.0,151.0,507.0,1023.0,174.0,585.0,80.0,24.0,186.0,231.0,96.0,45.0,22.0,23.0,51.0,36.0,556.0,699.0,186.0,3.0,1052.0,5751.0,4467.108380391639
Aichach-Friedberg,Kreis,138607,7.0,0.0,0.0,1.0,0.0,83.0,317.0,575.0,166.0,302.0,33.0,6.0,126.0,92.0,5.0,17.0,2.0,15.0,37.0,14.0,364.0,132.0,104.0,2.0,551.0,2951.0,2129.0411018202544
Alb-Donau-Kreis,Kreis,203873,17.0,0.0,0.0,14.0,2.0,136.0,516.0,924.0,266.0,482.0,58.0,21.0,129.0,175.0,14.0,26.0,10.0,16.0,77.0,39.0,557.0,253.0,190.0,9.0,701.0,4632.0,2272.0026683278315
Altenburger Land,Kreis,88692,1.0,0.0,0.0,4.0,3.0,71.0,292.0,645.0,208.0,481.0,59.0,15.0,61.0,91.0,18.0,32.0,20.0,12.0,37.0,27.0,1052.0,575.0,94.0,4.0,519.0,4321.0,4871.916294592523
Altenkirchen (Westerwald),Kreis,131907,18.0,0.0,0.0,15.0,6.0,189.0,665.0,1013.0,340.0,378.0,74.0,20.0,68.0,154.0,34.0,64.0,42.0,22.0,67.0,57.0,614.0,743.0,244.0,1.0,878.0,5706.0,4325.774977825286
Altmarkkreis Salzwedel,Kreis,81851,13.0,0.0,0.0,9.0,5.0,156.0,439.0,735.0,195.0,507.0,40.0,9.0,228.0,99.0,27.0,43.0,29.0,14.0,26.0,43.0,612.0,253.0,194.0,3.0,752.0,4431.0,5413.495253570512
Altötting,Kreis,114459,16.0,0.0,0.0,3.0,1.0,120.0,424.0,636.0,177.0,246.0,18.0,9.0,147.0,96.0,16.0,51.0,25.0,26.0,55.0,13.0,475.0,309.0,151.0,6.0,607.0,3627.0,3168.820276256127
Alzey-Worms,Kreis,133430,23.0,0.0,0.0,9.0,0.0,129.0,433.0,919.0,134.0,319.0,70.0,34.0,66.0,125.0,36.0,19.0,8.0,11.0,28.0,33.0,466.0,261.0,170.0,3.0,691.0,3987.0,2988.0836393614627
Amberg,City,42676,6.0,0.0,0.0,1.0,0.0,60.0,233.0,513.0,254.0,163.0,10.0,1.0,98.0,55.0,10.0,24.0,13.0,11.0,23.0,4.0,330.0,252.0,77.0,0.0,425.0,2563.0,6005.717499297029
Amberg-Sulzbach,Kreis,104914,7.0,0.0,0.0,0.0,0.0,76.0,202.0,355.0,109.0,155.0,14.0,1.0,42.0,60.0,2.0,18.0,8.0,10.0,32.0,8.0,245.0,208.0,94.0,0.0,308.0,1954.0,1862.4778389919363
Ammerland,Kreis,129108,19.0,0.0,0.0,7.0,1.0,109.0,417.0,997.0,307.0,665.0,78.0,35.0,318.0,148.0,77.0,32.0,18.0,14.0,38.0,20.0,471.0,185.0,150.0,1.0,903.0,5010.0,3880.4721628404127
Anhalt-Bitterfeld,Kreis,156642,14.0,1.0,0.0,21.0,7.0,271.0,826.0,1523.0,574.0,1605.0,85.0,26.0,436.0,371.0,67.0,52.0,39.0,13.0,38.0,48.0,1193.0,553.0,366.0,13.0,1657.0,9799.0,6255.665785676893
Ansbach,City,189517,8.0,0.0,0.0,1.0,0.0,147.0,368.0,619.0,269.0,149.0,6.0,0.0,102.0,30.0,19.0,22.0,9.0,13.0,31.0,6.0,371.0,198.0,183.0,3.0,463.0,3017.0,1591.9416200129804
Ansbach,Kreis,189517,15.0,0.0,0.0,2.0,0.0,143.0,530.0,969.0,262.0,338.0,27.0,10.0,115.0,202.0,33.0,37.0,14.0,23.0,54.0,17.0,615.0,306.0,184.0,9.0,786.0,4691.0,2475.239688260156
Aschaffenburg,City,177056,7.0,0.0,0.0,3.0,2.0,149.0,447.0,1288.0,648.0,547.0,14.0,7.0,270.0,85.0,32.0,44.0,16.0,28.0,61.0,6.0,493.0,554.0,184.0,1.0,940.0,5826.0,3290.484366528104
Aschaffenburg,Kreis,177056,6.0,0.0,0.0,1.0,1.0,85.0,274.0,549.0,127.0,391.0,50.0,20.0,126.0,133.0,8.0,21.0,11.0,10.0,56.0,40.0,412.0,297.0,106.0,3.0,647.0,3374.0,1905.6117838424002
Augsburg,City,263578,38.0,1.0,6.0,39.0,5.0,785.0,2417.0,3777.0,1768.0,1689.0,133.0,27.0,901.0,285.0,127.0,301.0,115.0,186.0,107.0,37.0,2352.0,1270.0,973.0,8.0,3588.0,20935.0,7942.620400792175
Augsburg,Kreis,263578,12.0,0.0,2.0,9.0,1.0,256.0,773.0,1134.0,341.0,611.0,44.0,6.0,333.0,171.0,17.0,67.0,22.0,45.0,38.0,12.0,939.0,444.0,334.0,30.0,1336.0,6977.0,2647.0342744842133
Aurich,Kreis,192608,31.0,0.0,9.0,10.0,7.0,288.0,1059.0,1954.0,596.0,1203.0,128.0,35.0,658.0,349.0,79.0,80.0,45.0,35.0,91.0,37.0,1073.0,661.0,445.0,0.0,1922.0,10795.0,5604.647782023591
Bad Dürkheim,Kreis,134711,19.0,0.0,0.0,15.0,3.0,196.0,612.0,946.0,188.0,624.0,113.0,44.0,285.0,129.0,56.0,35.0,19.0,16.0,37.0,25.0,688.0,404.0,248.0,0.0,1115.0,5817.0,4318.1328918945
Bad Kissingen,Kreis,104898,13.0,0.0,0.0,0.0,0.0,126.0,374.0,581.0,170.0,177.0,9.0,3.0,51.0,71.0,12.0,30.0,10.0,20.0,33.0,15.0,483.0,246.0,159.0,4.0,534.0,3121.0,2975.271215847776
Bad Kreuznach,Kreis,161852,22.0,0.0,0.0,20.0,4.0,243.0,779.0,1538.0,450.0,741.0,91.0,37.0,209.0,385.0,76.0,48.0,28.0,20.0,62.0,58.0,937.0,783.0,306.0,2.0,1567.0,8406.0,5193.633690037813
Bad Tölz-Wolfratshausen,Kreis,130182,15.0,0.0,0.0,1.0,0.0,133.0,411.0,708.0,164.0,329.0,17.0,6.0,232.0,60.0,16.0,41.0,17.0,24.0,39.0,24.0,540.0,257.0,160.0,4.0,697.0,3895.0,2991.965095020817
Baden-Baden,City,57420,11.0,0.0,1.0,9.0,0.0,74.0,221.0,1029.0,316.0,747.0,60.0,18.0,305.0,266.0,52.0,23.0,15.0,8.0,36.0,8.0,341.0,201.0,109.0,2.0,854.0,4706.0,8195.750609543713
Bamberg,City,149823,7.0,0.0,1.0,3.0,2.0,216.0,500.0,1770.0,973.0,588.0,15.0,8.0,401.0,148.0,73.0,79.0,27.0,52.0,89.0,11.0,658.0,661.0,272.0,9.0,1212.0,7775.0,5189.456892466444
Bamberg,Kreis,149823,18.0,0.0,0.0,1.0,0.0,87.0,335.0,540.0,160.0,259.0,22.0,4.0,113.0,79.0,6.0,23.0,5.0,18.0,31.0,17.0,408.0,233.0,118.0,5.0,508.0,2990.0,1995.6882454629797
Barnim,Kreis,193050,38.0,0.0,1.0,48.0,8.0,275.0,838.0,2560.0,968.0,2011.0,238.0,110.0,683.0,542.0,64.0,133.0,65.0,68.0,108.0,110.0,1750.0,622.0,425.0,5.0,2336.0,14006.0,7255.1152551152545
Bautzen,Kreis,296506,13.0,0.0,2.0,17.0,4.0,317.0,1032.0,2379.0,711.0,2140.0,124.0,49.0,630.0,482.0,88.0,87.0,56.0,31.0,77.0,149.0,1773.0,866.0,399.0,3.0,2348.0,13777.0,4646.448975737421
Bayreuth,City,104843,18.0,0.0,1.0,1.0,0.0,149.0,434.0,898.0,320.0,556.0,32.0,11.0,398.0,80.0,12.0,41.0,14.0,27.0,60.0,8.0,592.0,603.0,195.0,1.0,958.0,5409.0,5159.142718159534
Bayreuth,Kreis,104843,6.0,0.0,0.0,0.0,0.0,56.0,217.0,312.0,56.0,134.0,18.0,7.0,47.0,38.0,6.0,4.0,1.0,3.0,18.0,19.0,308.0,243.0,72.0,5.0,297.0,1867.0,1780.757895138445
Berchtesgadener Land,Kreis,108315,13.0,0.0,1.0,4.0,0.0,92.0,368.0,691.0,217.0,270.0,23.0,6.0,168.0,54.0,14.0,68.0,35.0,33.0,98.0,15.0,430.0,557.0,129.0,1.0,556.0,3843.0,3547.985043622767
Bergstraße,Kreis,276295,22.0,0.0,3.0,28.0,6.0,261.0,688.0,1861.0,533.0,1565.0,220.0,63.0,514.0,588.0,69.0,32.0,19.0,13.0,96.0,37.0,843.0,505.0,355.0,2.0,1890.0,10213.0,3696.4114442896175
Berlin,City,3782202,1171.0,3.0,123.0,3210.0,260.0,12610.0,33319.0,123501.0,35874.0,102892.0,8323.0,3434.0,28754.0,38994.0,16814.0,4328.0,2723.0,1605.0,3305.0,1125.0,45434.0,17502.0,19274.0,77.0,122118.0,626773.0,16571.64265684382
Bernkastel-Wittlich,Kreis,115083,19.0,0.0,0.0,6.0,1.0,158.0,519.0,747.0,237.0,294.0,50.0,19.0,33.0,120.0,30.0,36.0,27.0,9.0,25.0,38.0,544.0,453.0,193.0,2.0,683.0,4243.0,3686.9042343352194
Biberach,Kreis,208203,15.0,0.0,1.0,18.0,1.0,153.0,482.0,1214.0,428.0,491.0,44.0,18.0,198.0,137.0,19.0,52.0,21.0,31.0,54.0,29.0,589.0,430.0,208.0,8.0,762.0,5403.0,2595.0634717079006
Bielefeld,City,338410,85.0,0.0,13.0,105.0,15.0,867.0,1736.0,6936.0,2901.0,3581.0,323.0,138.0,1348.0,1279.0,503.0,164.0,125.0,39.0,311.0,98.0,2480.0,1263.0,1278.0,10.0,5877.0,31475.0,9300.84808368547
Birkenfeld,Kreis,81918,14.0,0.0,0.0,10.0,2.0,122.0,502.0,864.0,245.0,249.0,43.0,16.0,38.0,181.0,27.0,23.0,12.0,11.0,40.0,55.0,477.0,249.0,156.0,0.0,620.0,3956.0,4829.219463365805
Bochum,City,366385,52.0,0.0,7.0,136.0,15.0,885.0,2364.0,7259.0,2343.0,3880.0,774.0,351.0,592.0,1358.0,708.0,240.0,138.0,102.0,208.0,45.0,3312.0,1348.0,1272.0,10.0,6294.0,33693.0,9196.064249355186
Bodenseekreis,Kreis,224200,20.0,0.0,1.0,21.0,0.0,325.0,910.0,2080.0,704.0,858.0,86.0,19.0,453.0,279.0,49.0,92.0,29.0,63.0,80.0,41.0,1151.0,613.0,403.0,3.0,1594.0,9874.0,4404.103479036575
Bonn,City,335789,61.0,0.0,8.0,167.0,13.0,1553.0,2593.0,7379.0,2617.0,5198.0,604.0,233.0,1853.0,1755.0,978.0,276.0,150.0,126.0,303.0,51.0,2684.0,1504.0,1955.0,5.0,8010.0,40076.0,11934.87577020093
Borken,Kreis,381627,65.0,0.0,6.0,43.0,11.0,542.0,1926.0,4134.0,1033.0,4650.0,305.0,112.0,2513.0,663.0,280.0,151.0,108.0,43.0,315.0,75.0,2076.0,2421.0,751.0,2.0,5759.0,27984.0,7332.814502118561
Bottrop,City,118705,21.0,0.0,2.0,36.0,7.0,231.0,544.0,1671.0,464.0,1177.0,206.0,109.0,253.0,420.0,177.0,36.0,21.0,15.0,61.0,16.0,783.0,222.0,334.0,1.0,1745.0,8552.0,7204.4143043679705
Brandenburg an der Havel,City,73921,15.0,0.0,0.0,20.0,3.0,174.0,525.0,1096.0,422.0,905.0,84.0,30.0,367.0,285.0,37.0,67.0,13.0,54.0,22.0,50.0,1247.0,386.0,231.0,5.0,1489.0,7527.0,10182.49211996591
Braunschweig,City,252066,70.0,0.0,13.0,78.0,16.0,664.0,1820.0,4449.0,1979.0,3381.0,298.0,107.0,1170.0,522.0,448.0,227.0,104.0,123.0,160.0,57.0,2657.0,1604.0,954.0,8.0,4444.0,25353.0,10058.080026659683
Breisgau-Hochschwarzwald,Kreis,272194,28.0,0.0,1.0,7.0,2.0,204.0,908.0,1776.0,400.0,1559.0,186.0,62.0,680.0,525.0,58.0,73.0,32.0,41.0,98.0,53.0,1219.0,768.0,272.0,9.0,2115.0,11076.0,4069.1565574553447
Bremen,City,577026,146.0,1.0,10.0,587.0,46.0,2544.0,5344.0,18550.0,5943.0,17886.0,1527.0,238.0,5924.0,6547.0,2770.0,405.0,230.0,175.0,1065.0,126.0,5099.0,4892.0,4149.0,18.0,20279.0,104501.0,18110.275793465113
Bremerhaven,City,114677,43.0,1.0,3.0,69.0,21.0,447.0,1214.0,3090.0,1428.0,2203.0,293.0,73.0,475.0,350.0,178.0,131.0,104.0,27.0,142.0,22.0,1265.0,1095.0,723.0,6.0,2089.0,15492.0,13509.247713142131
Burgenlandkreis,Kreis,177174,22.0,0.0,3.0,27.0,9.0,321.0,1032.0,2293.0,939.0,2018.0,122.0,32.0,302.0,619.0,57.0,71.0,44.0,27.0,73.0,69.0,1451.0,808.0,425.0,4.0,2113.0,12881.0,7270.254100488785
Böblingen,Kreis,401318,31.0,1.0,0.0,26.0,3.0,339.0,1501.0,2690.0,1014.0,1162.0,189.0,66.0,288.0,332.0,76.0,189.0,100.0,89.0,105.0,45.0,1898.0,983.0,453.0,6.0,1908.0,13494.0,3362.42082338694
Börde,Kreis,170984,17.0,0.0,0.0,17.0,8.0,227.0,653.0,1443.0,413.0,1743.0,127.0,35.0,301.0,519.0,57.0,45.0,26.0,19.0,52.0,54.0,1193.0,597.0,293.0,4.0,1647.0,9490.0,5550.226921817246
Calw,Kreis,163838,18.0,0.0,0.0,6.0,0.0,131.0,489.0,885.0,301.0,356.0,49.0,15.0,38.0,184.0,27.0,39.0,16.0,23.0,57.0,34.0,523.0,260.0,162.0,1.0,601.0,4215.0,2572.663240518073
Celle,Kreis,182352,37.0,0.0,2.0,15.0,4.0,348.0,1046.0,1996.0,643.0,1452.0,144.0,62.0,584.0,266.0,144.0,113.0,57.0,56.0,92.0,82.0,1123.0,661.0,455.0,4.0,1920.0,11306.0,6200.096516627183
Cham,Kreis,130946,7.0,0.0,0.0,0.0,0.0,135.0,423.0,671.0,206.0,245.0,25.0,8.0,78.0,81.0,11.0,42.0,18.0,24.0,36.0,20.0,403.0,493.0,156.0,1.0,507.0,3590.0,2741.588135567333
Chemnitz,City,250681,29.0,0.0,9.0,120.0,11.0,626.0,1268.0,4048.0,1785.0,3230.0,183.0,88.0,852.0,668.0,314.0,163.0,108.0,55.0,82.0,87.0,2653.0,1427.0,915.0,13.0,3494.0,22228.0,8867.046166243153
Cloppenburg,Kreis,178564,26.0,0.0,0.0,15.0,2.0,184.0,649.0,1390.0,496.0,1009.0,82.0,32.0,492.0,270.0,78.0,24.0,12.0,12.0,57.0,21.0,636.0,455.0,264.0,5.0,1417.0,7628.0,4271.857709280706
Coburg,City,87259,4.0,0.0,0.0,1.0,1.0,99.0,272.0,547.0,264.0,159.0,19.0,6.0,95.0,34.0,9.0,18.0,4.0,14.0,20.0,5.0,327.0,248.0,132.0,7.0,377.0,2662.0,3050.6881811618287
Coburg,Kreis,87259,6.0,0.0,0.0,2.0,0.0,78.0,246.0,417.0,144.0,168.0,15.0,8.0,64.0,45.0,5.0,11.0,1.0,10.0,22.0,8.0,317.0,157.0,102.0,9.0,349.0,2184.0,2502.893684319096
Cochem-Zell,Kreis,62669,5.0,0.0,0.0,3.0,0.0,63.0,246.0,389.0,42.0,180.0,37.0,15.0,27.0,67.0,21.0,18.0,9.0,9.0,7.0,17.0,296.0,207.0,77.0,1.0,377.0,2113.0,3371.6829692511446
Coesfeld,Kreis,226160,31.0,0.0,1.0,12.0,5.0,271.0,935.0,2647.0,581.0,2582.0,204.0,104.0,1239.0,671.0,251.0,61.0,42.0,19.0,79.0,57.0,1333.0,507.0,354.0,7.0,3551.0,15544.0,6873.010258224266
Cottbus,City,100010,13.0,0.0,3.0,46.0,8.0,294.0,732.0,1866.0,876.0,2967.0,85.0,30.0,1393.0,348.0,36.0,77.0,25.0,52.0,82.0,42.0,1153.0,329.0,429.0,2.0,2044.0,12932.0,12930.70692930707
Cuxhaven,Kreis,201838,32.0,0.0,2.0,13.0,7.0,320.0,882.0,2039.0,570.0,1505.0,159.0,55.0,448.0,282.0,167.0,41.0,27.0,14.0,63.0,64.0,1066.0,463.0,423.0,7.0,1788.0,10437.0,5170.978705694666
Dachau,Kreis,157813,14.0,0.0,0.0,3.0,1.0,141.0,396.0,650.0,193.0,564.0,43.0,18.0,356.0,97.0,17.0,37.0,11.0,26.0,51.0,8.0,483.0,287.0,181.0,5.0,856.0,4438.0,2812.1891098958895
Dahme-Spreewald,Kreis,180242,16.0,0.0,4.0,28.0,2.0,202.0,746.0,3621.0,849.0,2415.0,321.0,117.0,723.0,1640.0,184.0,81.0,29.0,52.0,59.0,60.0,1321.0,450.0,294.0,2.0,3362.0,16578.0,9197.634291674527
Darmstadt,City,164792,31.0,0.0,5.0,51.0,8.0,448.0,806.0,3738.0,1827.0,2627.0,81.0,22.0,1202.0,547.0,166.0,75.0,39.0,36.0,93.0,24.0,1030.0,744.0,618.0,6.0,3056.0,17280.0,10485.94591970484
Darmstadt-Dieburg,Kreis,301827,32.0,2.0,0.0,12.0,3.0,279.0,710.0,1713.0,398.0,1330.0,174.0,57.0,526.0,447.0,44.0,41.0,26.0,15.0,126.0,54.0,1108.0,399.0,357.0,2.0,2019.0,9874.0,3271.410443731011
Deggendorf,Kreis,123129,8.0,0.0,0.0,7.0,1.0,140.0,482.0,989.0,446.0,327.0,19.0,4.0,204.0,99.0,7.0,51.0,21.0,30.0,47.0,18.0,491.0,326.0,178.0,5.0,739.0,4639.0,3767.593337069253
Delmenhorst,City,78979,8.0,0.0,0.0,13.0,6.0,112.0,360.0,1008.0,368.0,954.0,62.0,30.0,357.0,168.0,106.0,33.0,19.0,14.0,53.0,10.0,361.0,383.0,178.0,8.0,958.0,5569.0,7051.241469251319
Dessau-Roßlau,City,79686,12.0,0.0,0.0,17.0,4.0,165.0,531.0,984.0,423.0,1084.0,57.0,22.0,348.0,153.0,28.0,61.0,35.0,26.0,47.0,21.0,655.0,366.0,235.0,4.0,943.0,6221.0,7806.892051301357
Diepholz,Kreis,223832,33.0,0.0,2.0,13.0,7.0,332.0,824.0,2315.0,838.0,1914.0,244.0,88.0,608.0,577.0,128.0,81.0,49.0,32.0,117.0,68.0,937.0,709.0,451.0,6.0,2100.0,12473.0,5572.482933628793
Dillingen a.d.Donau,Kreis,100141,6.0,0.0,0.0,1.0,0.0,115.0,368.0,492.0,161.0,225.0,27.0,10.0,85.0,62.0,6.0,60.0,24.0,36.0,23.0,12.0,360.0,251.0,137.0,6.0,386.0,2853.0,2848.9829340629713
Dingolfing-Landau,Kreis,101477,6.0,0.0,0.0,0.0,1.0,99.0,326.0,485.0,152.0,196.0,25.0,4.0,97.0,62.0,8.0,19.0,7.0,12.0,25.0,11.0,351.0,199.0,122.0,2.0,453.0,2662.0,2623.254530583285
Dithmarschen,Kreis,135653,27.0,0.0,2.0,15.0,4.0,204.0,698.0,1539.0,528.0,810.0,157.0,40.0,250.0,269.0,85.0,45.0,19.0,26.0,27.0,29.0,1155.0,334.0,285.0,5.0,1524.0,8077.0,5954.162458626053
Donau-Ries,Kreis,137971,11.0,0.0,0.0,2.0,3.0,231.0,531.0,692.0,183.0,272.0,15.0,3.0,137.0,77.0,12.0,83.0,37.0,46.0,34.0,16.0,528.0,315.0,269.0,5.0,633.0,4135.0,2997.0066173326277
Donnersbergkreis,Kreis,76088,12.0,0.0,0.0,3.0,1.0,93.0,320.0,440.0,86.0,192.0,53.0,24.0,32.0,82.0,18.0,27.0,13.0,14.0,28.0,24.0,335.0,280.0,114.0,0.0,442.0,2633.0,3460.466827883504
Dortmund,City,595471,177.0,1.0,17.0,400.0,31.0,2402.0,4750.0,15952.0,6442.0,10746.0,1248.0,522.0,2676.0,4040.0,1747.0,532.0,300.0,232.0,737.0,119.0,5548.0,4053.0,3423.0,34.0,15518.0,81647.0,13711.331030394427
Dresden,City,566222,66.0,1.0,24.0,263.0,13.0,1245.0,2853.0,9822.0,4144.0,10640.0,328.0,138.0,4031.0,1869.0,688.0,303.0,150.0,153.0,177.0,149.0,4895.0,1862.0,1827.0,15.0,9716.0,55372.0,9779.203210048356
Duisburg,City,503707,96.0,0.0,11.0,234.0,43.0,1419.0,3304.0,9664.0,3205.0,9264.0,977.0,416.0,1798.0,3264.0,1367.0,264.0,183.0,81.0,462.0,167.0,4050.0,2651.0,2057.0,18.0,11037.0,56032.0,11123.92720371168
Düren,Kreis,272666,51.0,0.0,4.0,57.0,15.0,400.0,1332.0,4132.0,1336.0,3327.0,463.0,181.0,542.0,1785.0,270.0,77.0,61.0,16.0,233.0,54.0,1725.0,513.0,611.0,9.0,4652.0,21846.0,8012.000029339924
Düsseldorf,City,631217,164.0,0.0,23.0,378.0,34.0,1773.0,4371.0,21814.0,5452.0,11371.0,1384.0,648.0,3874.0,4451.0,5301.0,617.0,396.0,221.0,690.0,88.0,4934.0,4257.0,2835.0,12.0,19556.0,94644.0,14993.892750036834
Ebersberg,Kreis,147559,6.0,0.0,0.0,5.0,0.0,132.0,375.0,749.0,250.0,523.0,35.0,11.0,328.0,137.0,20.0,34.0,12.0,22.0,31.0,17.0,564.0,290.0,169.0,3.0,885.0,4598.0,3116.0417189056584
Eichsfeld,City,103441,2.0,0.0,0.0,9.0,2.0,139.0,367.0,590.0,113.0,404.0,40.0,20.0,73.0,90.0,41.0,39.0,28.0,11.0,44.0,31.0,582.0,375.0,159.0,1.0,548.0,3708.0,3584.6521205324775
Eichstätt,Kreis,136565,9.0,0.0,0.0,1.0,0.0,101.0,337.0,519.0,162.0,272.0,13.0,5.0,141.0,47.0,13.0,18.0,7.0,11.0,24.0,14.0,319.0,202.0,129.0,6.0,473.0,2823.0,2067.1475121736903
Eifelkreis Bitburg-Prüm,Kreis,104435,12.0,0.0,0.0,12.0,0.0,111.0,497.0,866.0,292.0,268.0,54.0,26.0,38.0,152.0,50.0,51.0,28.0,23.0,32.0,31.0,468.0,648.0,148.0,1.0,621.0,4429.0,4240.9154019246425
Elbe-Elster,Kreis,99931,12.0,0.0,1.0,10.0,4.0,144.0,372.0,930.0,291.0,892.0,127.0,38.0,261.0,127.0,27.0,38.0,9.0,29.0,19.0,58.0,880.0,264.0,195.0,1.0,782.0,5511.0,5514.8052155987625
Emden,City,50659,8.0,0.0,2.0,4.0,2.0,138.0,356.0,841.0,402.0,567.0,35.0,12.0,335.0,78.0,39.0,36.0,31.0,5.0,23.0,10.0,442.0,264.0,168.0,0.0,820.0,4618.0,9115.853056712529
Emmendingen,Kreis,172392,13.0,0.0,0.0,20.0,2.0,206.0,625.0,1218.0,310.0,1096.0,98.0,39.0,525.0,366.0,32.0,41.0,21.0,20.0,26.0,34.0,690.0,417.0,259.0,5.0,1494.0,7557.0,4383.6140888208265
Emsland,Kreis,340280,56.0,0.0,1.0,17.0,5.0,518.0,1548.0,3640.0,1036.0,2613.0,162.0,46.0,1441.0,620.0,212.0,148.0,63.0,85.0,157.0,63.0,1376.0,1162.0,681.0,7.0,3347.0,19004.0,5584.812507346891
Ennepe-Ruhr-Kreis,Kreis,324946,36.0,1.0,1.0,40.0,6.0,488.0,1589.0,3807.0,1109.0,2085.0,500.0,216.0,273.0,862.0,450.0,112.0,57.0,55.0,172.0,60.0,2300.0,798.0,635.0,4.0,3976.0,19632.0,6041.619222886265
Enzkreis,Kreis,203409,17.0,0.0,0.0,11.0,6.0,115.0,445.0,888.0,163.0,455.0,63.0,25.0,87.0,189.0,23.0,36.0,20.0,16.0,81.0,25.0,709.0,243.0,169.0,5.0,817.0,4608.0,2265.38648732357
Erding,Kreis,142540,20.0,0.0,1.0,1.0,0.0,152.0,503.0,843.0,247.0,405.0,24.0,6.0,232.0,86.0,27.0,60.0,25.0,35.0,45.0,23.0,423.0,343.0,189.0,3.0,701.0,4394.0,3082.64346850007
Erfurt,City,215675,12.0,0.0,9.0,92.0,26.0,541.0,1936.0,5212.0,2755.0,3605.0,218.0,68.0,1026.0,596.0,231.0,279.0,150.0,129.0,171.0,83.0,2066.0,1313.0,800.0,2.0,3210.0,24530.0,11373.594528804915
Erlangen,City,117806,10.0,0.0,1.0,3.0,0.0,154.0,442.0,1705.0,903.0,990.0,40.0,15.0,658.0,129.0,27.0,45.0,13.0,32.0,58.0,6.0,593.0,513.0,201.0,3.0,1303.0,7844.0,6658.4044955265435
Erlangen-Höchstadt,Kreis,141517,12.0,0.0,1.0,2.0,1.0,83.0,284.0,759.0,381.0,276.0,48.0,16.0,113.0,53.0,7.0,12.0,3.0,9.0,36.0,9.0,461.0,228.0,108.0,2.0,533.0,3437.0,2428.683479723284
Erzgebirgskreis,Kreis,326896,18.0,1.0,2.0,13.0,3.0,339.0,774.0,1632.0,453.0,1100.0,73.0,27.0,166.0,271.0,37.0,78.0,51.0,27.0,47.0,101.0,1671.0,884.0,402.0,2.0,1669.0,9841.0,3010.4375703587684
Essen,City,586608,136.0,2.0,5.0,264.0,30.0,1621.0,3375.0,13398.0,5181.0,8624.0,1118.0,547.0,1958.0,2450.0,1703.0,335.0,249.0,86.0,524.0,250.0,4850.0,2333.0,2331.0,24.0,11621.0,63015.0,10742.267408559037
Esslingen,Kreis,542582,37.0,0.0,1.0,34.0,6.0,646.0,2071.0,3938.0,1294.0,1877.0,217.0,85.0,561.0,609.0,120.0,218.0,93.0,125.0,185.0,62.0,2847.0,1184.0,824.0,29.0,3140.0,20203.0,3723.4924859283947
Euskirchen,Kreis,199828,36.0,0.0,0.0,27.0,8.0,363.0,1142.0,2310.0,556.0,1429.0,242.0,99.0,271.0,778.0,100.0,64.0,52.0,12.0,116.0,49.0,1202.0,389.0,475.0,2.0,2367.0,12089.0,6049.70274436015
Flensburg,City,92667,37.0,0.0,0.0,47.0,14.0,291.0,835.0,2392.0,1217.0,1379.0,109.0,30.0,379.0,624.0,101.0,85.0,37.0,48.0,42.0,51.0,962.0,865.0,453.0,8.0,1961.0,11967.0,12913.98232380459
Forchheim,Kreis,118725,4.0,0.0,0.0,1.0,0.0,79.0,336.0,480.0,158.0,233.0,13.0,5.0,144.0,30.0,11.0,26.0,8.0,18.0,23.0,21.0,368.0,154.0,100.0,7.0,487.0,2706.0,2279.2166771951993
Frankenthal (Pfalz),City,49122,5.0,0.0,0.0,17.0,0.0,145.0,367.0,650.0,183.0,458.0,36.0,17.0,233.0,98.0,77.0,36.0,16.0,20.0,28.0,8.0,370.0,242.0,183.0,1.0,854.0,4044.0,8232.563820691339
Frankfurt (Oder),City,58818,15.0,0.0,5.0,17.0,7.0,142.0,337.0,961.0,512.0,819.0,50.0,17.0,213.0,201.0,20.0,45.0,22.0,23.0,48.0,19.0,549.0,255.0,212.0,2.0,833.0,5324.0,9051.650855180387
Frankfurt am Main,City,775790,183.0,0.0,25.0,714.0,28.0,2976.0,4987.0,21076.0,6565.0,12686.0,792.0,246.0,4398.0,4334.0,3042.0,833.0,362.0,471.0,923.0,168.0,7041.0,8579.0,4516.0,54.0,19218.0,104217.0,13433.661171193235
Freiburg im Breisgau,City,237244,33.0,0.0,7.0,89.0,8.0,559.0,1927.0,6352.0,2599.0,4517.0,182.0,68.0,2695.0,729.0,605.0,245.0,123.0,122.0,188.0,50.0,1737.0,1552.0,807.0,10.0,5690.0,30894.0,13022.0363844818
