Gebietskennziffer;name;bev_dicht;bev_entw;st_einnkr;beschq_insg;beschq_w;beschq_m;v_gsm;v_lte;v_5g;p_markt;p_hbad;p_freibad;p_notfall;p_grunds;p_sek_1;p_sek_2
8325069;Zimmern ob Rottweil;189,96;0,86;2406,63;71,33;67,41;75,1;100;99,9;95;4,14;10,06;11,23;7,68;3,61;5,54;9,05
8325070;Fluorn-Winzeln;128,9;0,68;1816,84;71,44;68,66;73,94;100;99,6;97,1;2,89;9,56;11,69;12,8;3,61;10,99;10,36
8325071;Eschbronn;190,8;0,18;1082,46;77;72,31;81,36;100;100;100;2,85;10,2;13,27;19,15;3,07;7,74;15,62
8325072;Deißlingen;196,83;0,88;1946,73;72,99;68,9;76,8;100;99,4;96,1;3,79;8,99;7,755;11,69;2,6;9,05;9,71
8326003;Bad Dürrheim, Stadt;220,02;0,74;1213,75;70,3;67,93;72,67;100;99;97,5;5,36;7,63;8,54;14,53;4,16;8,19;12,05
8326005;Blumberg, Stadt;103,89;0,31;1565,81;67,68;64,36;70,74;100;96,9;87,5;5,6;12,27;7,37;18,01;4,25;7,88;20,4
8326006;Bräunlingen, Stadt;96,78;0,8;2061,58;71,89;67,4;76,11;100;98,3;82,9;4,58;8,29;8,905;12,17;4,59;8,24;13,18
8326010;Dauchingen;392,32;1,26;1318,41;70,33;67,3;73,37;100;99,9;95,7;3,49;9,01;9,37;10,61;2,54;6,39;7,01
8326012;Donaueschingen, Stadt;214,26;-0,05;1661,84;70,45;66,1;74,66;99,9;96,3;90,9;5,12;9,99;7,23;7,68;3,93;7,27;7,65
8326017;Furtwangen im Schwarzwald, Stadt;109,05;-0,17;1797,59;67,75;65,96;69,35;99,7;79,8;61,2;6,24;13,82;6,46;32,21;6,24;7,69;10,42
8326020;Gütenbach;61,17;-0,53;1269,76;73,35;67,9;78,27;99,1;80,4;67,3;4,36;19,38;8,9;34,08;4,53;10,17;12,29
8326027;Hüfingen, Stadt;136,27;0,71;1395,46;70,01;66,3;73,63;99,9;99;93,1;7,21;6,25;11,595;13,61;4,1;6,29;12,78
8326031;Königsfeld im Schwarzwald;152,01;0,31;1026,75;65,24;61,64;69,03;100;98,9;88,3;5,08;6,75;6,3;18,9;3,86;9,92;13,85
8326037;Mönchweiler;312,66;0,07;1691,94;76,67;72,98;80,28;100;99,6;96,2;2,42;6,7;-9999;10,38;2,63;2,72;8,59
8326041;Niedereschach;182,86;0,38;2275,32;71,5;68,25;74,62;100;99,8;97,4;4,17;11,98;12,31;14,6;3,96;5,3;14,53
8326052;St. Georgen im Schwarzwald, Stadt;219,25;0,33;1597,44;73,87;68,27;79,33;99,4;84,8;35,3;6,13;8,14;6,58;21,07;6,75;7,84;8,77
8326054;Schönwald im Schwarzwald;95,11;1,9;982,52;69,87;64,9;74,47;100;98,3;40,5;4,77;5,95;4,705;35,47;5,94;11,3;11,56
8326055;Schonach im Schwarzwald;109,94;0,13;1503,81;72,63;66,49;78,53;94,3;71,5;47,2;5,03;13,32;5,725;37,55;5,87;6,14;10,44
8326060;Triberg im Schwarzwald, Stadt;143,02;-0,02;1514,07;72,84;67,92;77,47;100;96,8;85,2;6,61;13,44;8,28;28,84;8,32;11,49;9
8326061;Tuningen;208,79;2,15;2121,45;73,34;69,21;77,38;100;100;100;2,02;9,04;11,04;14,88;2,79;9,19;10,82
8326065;Unterkirnach;201,97;0,6;949,94;69,33;62,53;75,64;99,9;74,1;19,3;5,58;7,38;8,67;18,59;6,71;12,06;12,11
8326068;Vöhrenbach, Stadt;52,48;-0,66;977,42;72,14;63,47;79,83;99,8;87,8;32,6;5,6;15,04;-9999;22,1;7,76;15,47;17,58
8326074;Villingen-Schwenningen, Stadt;532,91;0,86;1545,96;70,4;65,36;75,25;100;96,1;86,1;3,73;6,82;8,01;9,27;3,11;5,81;6,17
8326075;Brigachtal;229,43;0,58;1161,74;72,69;69,78;75,55;100;98,9;97;2,73;10,94;9,57;11,54;3,26;9,99;9,58
8327002;Aldingen;348,22;0,37;1793,52;76,28;70,23;81,89;100;99,8;91,8;2,18;4,01;9,17;8,14;3,56;3,92;7,16
