Gebietskennziffer;name;bev_dicht;bev_entw;st_einnkr;beschq_insg;beschq_w;beschq_m;v_gsm;v_lte;v_5g;p_markt;p_hbad;p_freibad;p_notfall;p_grunds;p_sek_1;p_sek_2
1053003;Aumühle;939,37;0,41;1562;59,22;56,23;62,34;100;100;96,5;3,85;12,14;9,08;11,64;3,49;11,01;10,59
1053004;Bäk;208,84;-0,04;983,79;63,41;66,92;59,77;100;99,8;95,2;4,23;5,65;8,62;6,33;9,79;3,1;9,29
1053005;Bälau;34,15;-0,7;1512,35;67,24;65,52;68,97;100;100;100;3,14;8,32;11,99;20,63;3,96;8,58;8,31
1053006;Basedow;83,4;-0,92;805,95;61,39;53,26;69,31;100;100;100;7,18;35,09;9,32;18,45;5,78;9,14;9,14
1053007;Basthorst;37,8;-0,52;1098,63;69,96;74,58;65,22;100;100;100;8,69;23,48;9,39;25,37;11,57;12,58;12,58
1053008;Behlendorf;40,1;1,02;798,37;66,41;62,41;71,07;100;99,9;92,2;7,85;12,9;12,2;18,51;8,42;8,6;11,54
1053009;Berkenthin;213,93;1,05;895,41;70,32;68,88;71,76;100;100;100;2,06;13,66;13,16;18,06;2,28;2,28;11,09
1053010;Besenthal;7,59;1,82;637,1;60;62,96;57,14;100;100;90,3;5,38;21,73;14,5;27,4;14,26;14,26;14,26
1053011;Bliestorf;63,57;0,5;868,52;64,34;64,36;64,32;100;99,1;85,9;8,92;19,85;9,48;18,48;11,96;11,96;17,76
1053012;Börnsen;564,92;0;1244,99;68,8;65,53;72,06;100;100;100;2,52;12,03;10,26;8,89;3,61;7,31;8,96
1053013;Borstorf;36,46;1,07;882,39;58,13;58,65;57,58;100;100;99,3;6,09;13,4;15,16;24,92;7,61;13,31;13,11
1053014;Breitenfelde;166,91;1,6;1147,62;58,19;55,8;60,67;100;100;99,9;2,64;8,26;10,9;19,81;2,81;8,52;8,24
1053015;Bröthen;29,28;0,59;1115,43;74,11;70,1;78;100;99,2;91,4;6,21;29;7,31;24,39;6,13;6,13;6,13
1053016;Brunsmark;33,8;-1,76;656,59;80,72;78,57;82,93;100;99,5;98,4;5,03;5,03;7,605;15,26;7,3;13,32;13,05
1053017;Brunstorf;54,43;0,66;1022,08;73,78;72,48;74,9;100;100;100;3,98;21,91;14,7;13,8;6,66;7,01;7,03
1053018;Buchholz;81,57;0;1201,65;54,33;51,47;57,63;100;100;100;7,93;11,5;11,815;15,9;9,35;14,15;8,93
1053019;Buchhorst;28,71;-0,65;1869,25;73,26;80;65,85;100;100;100;3,38;34,45;5,76;12,28;4,35;4,88;4,88
1053020;Büchen;392,7;2,6;1404,15;70,51;65,68;75,24;100;100;100;2,89;25,92;3,995;26,85;3,54;3,6;3,6
1053021;Dahmker;78,92;1,9;2495,57;57,8;66,67;49,09;100;100;100;7,55;23,72;8,68;25,61;7,25;11,44;11,44
1053022;Dalldorf;56,86;0;842,72;59,35;53,47;64,6;100;100;100;7,36;32,97;10,19;20,56;7,52;8,3;8,3
1053023;Dassendorf;428,72;0,34;1682,09;70;65,94;73,97;100;100;93,2;2,98;17,27;12,77;12,8;2,71;9,64;9,64
1053024;Düchelsdorf;53,16;-0,72;779,26;69,7;75,51;64;100;100;100;6,57;19,39;12,9;23,65;6,44;6,44;15,85
1053025;Duvensee;44,31;-0,5;1011,83;69,71;66,3;73,37;100;95,8;93,6;10,96;18,14;12,565;23,88;7,13;11,8;13,85
1053026;Einhaus;173,12;1,79;872,09;58,97;58,47;59,48;100;100;100;4,94;8,38;7,94;12,78;6,34;11,03;5,91
1053027;Elmenhorst;65,82;0,07;3645,68;70,93;67,65;73,91;100;100;100;5,72;19,02;15,62;24,05;7,17;9,46;8,14
1053028;Escheburg;420,43;2;1101,79;72,22;69,91;74,53;100;100;98,4;5,42;15,23;12,365;12,22;4,28;10,18;9,76
1053029;Fitzen;42,26;1,33;882,39;64,34;58,97;69,29;100;100;100;7,87;28,46;8,31;30,59;7,79;7,79;7,79
1053030;Fredeburg;4,46;3,68;1612,96;48,28;23,08;68,75;100;99,4;100;4,34;8,15;8,34;11,81;7,81;10,42;7,77
1053031;Fuhlenhagen;68,12;0,26;755,88;74,59;73,21;75,76;100;100;100;11,7;18,68;15,065;25,75;13,42;15,48;14,45
1053032;Geesthacht, Stadt;972,51;1,27;1355,49;70,6;66,06;74,96;100;100;99;2,65;18,8;5,7;6,03;3,76;5,03;4,84
1053033;Giesensdorf;64,1;3,81;776,81;65,22;63,46;67,5;100;100;99,6;6,17;9,74;9,67;14,14;7,6;12,4;7,17
1053034;Göldenitz;44,47;-0,77;1473,4;74,07;83,33;65,22;100;100;100;3,08;15,83;15;20,23;2,87;2,87;13,25
1053035;Göttin;11,9;-1,49;1243,18;76,32;80;72,22;100;100;100;4,12;21,8;14,63;31,34;13,82;13,93;13,93
1053036;Grabau;87,25;-0,11;924;69,48;64,35;75,51;100;100;100;3,29;24,17;12,7;21,06;5,18;5,45;4,14
1053037;Grambek;38,39;0,51;1420,19;51,75;47,59;56,03;100;100;95,5;6,87;10,57;15,25;24,13;8,69;9,35;9,08
1053038;Grinau;102,92;-1,07;649;70;70,91;69,23;100;100;100;13,11;22,84;12,675;22,61;14,66;15,3;17,92
1053039;Groß Boden;78,89;1,09;1355,13;69,11;65,15;73,68;100;100;100;10,32;16,42;7,87;17,09;9,24;13,36;13,98
1053040;Groß Disnack;13,02;-1,43;934,81;67,86;77,78;58,62;100;100;100;10,2;14,69;14,6;19,09;11,12;11,86;12,12
1053041;Groß Grönau;780,41;0,55;1644,5;68,41;69,75;67;100;100;100;2,96;15,5;12,545;7,1;3,01;9,7;9,7
1053042;Groß Pampau;38,75;1,97;1821,86;77,88;78,95;76,6;100;100;100;8,36;24,44;10,5;26,7;7,66;11,03;9,55
1053043;Groß Sarau;61,65;1,02;1007,25;66,5;67,43;65,59;100;100;100;8,91;16,23;15,71;13,9;8,62;15,12;13,9
1053044;Groß Schenkenberg;89,88;1,23;1030,54;68,18;67,58;68,82;100;100;100;10,87;18,02;8,39;16,89;10,6;15,33;16,32
1053045;Grove;48,67;1,97;1394;70,24;66,28;74,39;100;100;100;4,78;24,01;18,75;23,13;6,23;8,41;7,1
1053046;Gudow;41,7;1,97;848,09;77,04;70,56;83,68;100;99,7;81;4,41;18,53;-9999;24,95;13,14;17,3;17,2
1053047;Gülzow;77,21;0,36;774,37;71,93;70,92;72,81;100;99,1;99,9;8,54;27,45;11,925;11,48;6,49;11,17;11,21
1053048;Güster;176,48;1,49;1563,89;65,29;63,15;67,45;100;100;100;2,04;20,89;13,475;32,24;13,82;15,15;15,15
1053049;Hamfelde;143,8;0,37;1254,8;72,16;66,46;78,95;100;100;99,1;4,9;23,1;5,43;24,99;7,01;8,79;8,79
1053050;Hamwarde;127,59;-0,28;906,66;73,28;73,03;73,54;100;100;100;4,68;23,42;8,66;7,51;7,49;6,99;6,99
1053051;Harmsdorf;84,03;-1,13;1141,3;76,14;81,61;70,79;100;100;99,7;3,92;7,49;7,225;11,89;5,35;9,84;4,92
1053052;Havekost;32,83;1,8;1406,39;86,07;87,3;84,75;100;100;99,5;9,27;22,78;15,45;24,37;10,31;10,62;8,53
1053053;Hohenhorn;79,08;0,64;1375,43;66,25;62,66;69,75;100;100;99,1;3,46;19,35;10,1;10,4;4,99;7,24;7,24
1053054;Hollenbek;60,89;1,06;678,43;69,15;63,24;74,66;100;100;100;5,35;13,26;15,985;17,51;5,68;17,52;19,4
1053056;Hornbek;35,31;1,89;689,33;48,92;41,67;56,72;100;100;100;6,43;15,59;11,03;26,93;8,84;12,95;12,95
1053057;Horst;19,83;3,43;884,73;68,97;62,16;76,06;100;98,1;96,2;7,41;8,45;10,95;15,47;8,74;13,51;14,82
1053058;Juliusburg;31,34;1;663,11;52,83;47,37;59,18;100;100;96,8;5,34;31,71;7,38;15,73;6,83;8,61;8,61
1053059;Kankelau;53,44;1,33;810,21;69,53;64,18;75,41;100;100;100;11,43;20,76;17,42;28,49;12,88;15,16;13,85
1053060;Kasseburg;72,37;-0,45;1114,78;68,82;66,3;71,51;100;100;100;8,64;17,5;9,26;19,39;3,79;11,84;10,38
1053061;Kastorf;170,87;1,21;2609,93;74,14;73,44;74,81;100;100;100;7,79;20,59;9,93;21,7;7,87;7,87;12,78
1053062;Kittlitz;15,96;2,11;925,12;63,79;67,47;60,44;100;97,1;86,2;13,54;16,92;18,935;16,48;16,1;15,74;20,56
1053064;Klein Pampau;164,99;2,02;834,46;74,75;69,57;80,2;100;100;100;7,3;24,89;7,33;29,27;5,22;9;9
1053066;Klein Zecher;26,02;-0,65;967,04;67,57;67,95;67,14;100;99,5;99,7;9,91;19,37;12,72;22,57;11,68;22,57;24,94
1053067;Klempau;59,29;-0,83;1226,08;64,84;63,3;66,2;100;100;100;5,51;17,78;10,55;18,11;8,31;8,32;15,62
1053068;Klinkrade;80,95;-0,3;821,88;71,62;73,85;69,14;100;100;100;6,73;23,57;5,9;25,32;9,08;9,08;9,08
1053069;Koberg;66,94;0,72;918,49;72,82;68,92;76,52;100;100;100;1,8;18,86;14,19;29,08;7,1;10,92;10,92
1053070;Köthel;198,03;2,46;961,65;69,08;66,04;72,28;100;100;100;5,8;19,53;9,51;29,62;7,76;12,65;12,65
1053071;Kollow;74,06;0,75;957,81;69,31;63,18;75,79;100;100;100;5,18;27,39;13,03;11,66;6,08;6,08;7,14
1053072;Kröppelshagen-Fahrendorf;160,69;0,57;1206,36;63,8;59,21;68,82;100;98,4;90,4;4,01;14,44;11,57;10,44;4,53;7,96;9,36
1053073;Krüzen;44,17;-0,99;934,46;52,97;56;49,55;100;100;99,6;3,81;34,72;5,775;17,93;5,04;7,07;7,07
1053074;Krukow;19,52;0,67;1195,75;53,47;54,17;52,83;100;100;100;4,9;27,28;9,675;11,34;6,87;10,72;10,72
1053075;Krummesse;498,21;-0,99;1315,94;105,25;108,22;102,11;100;100;100;3,19;17,52;7,225;16,16;10,72;10,72;16,87
1053076;Kuddewörde;205,71;1,96;1322,61;64,61;62,47;66,74;100;100;100;7,56;17,83;8,51;19,09;2,42;10,95;9,49
1053077;Kühsen;49,31;-0,7;942,32;76,47;73,91;79,25;100;100;98,9;8,78;13,8;13,65;19,54;5,47;8,8;12,57
1053078;Kulpin;32,78;-1,74;1155,57;60,66;53,62;69,81;100;100;95,9;5,95;9,52;8,91;13,92;7,38;8,01;6,95
1053079;Labenz;156;1,36;1267,82;74,96;70,93;78,91;100;100;99,8;4,02;26,02;3,4;26,69;6,36;6,36;6,36
1053080;Langenlehsten;7,36;2,78;805,94;61,39;54,39;70,45;100;88,9;59,9;9,42;25,73;11,86;23,42;12,06;12,06;12,06
1053081;Lankau;23,95;-0,34;830,2;72,16;70,97;73,28;100;99,3;87,9;7,38;10,15;9,89;17,11;7,74;11,68;10,27
1053082;Lanze;29,87;-1,51;881,92;63,13;64,86;61,63;100;100;100;7,43;36,31;9,59;14,4;7,86;8,84;8,84
1053083;Lauenburg/ Elbe, Stadt;1240,06;0,64;1062,33;57,22;52,3;61,98;100;100;100;2,41;33,22;3,71;14,17;4,04;4,88;4,88
1053084;Lehmrade;50,61;2,15;873,1;54,22;57,07;51,37;100;100;87,2;6,67;8,99;13,09;21,16;8,44;8,6;8,33
1053085;Linau;124,12;-0,72;1149,52;73,26;71,58;74,87;100;100;100;6,08;25,3;14,24;28,84;7,34;10,44;10,44
1053086;Lüchow;63,34;0,35;882,46;70,39;67,06;73,4;100;100;100;4,56;25,95;8,745;31,55;6,83;6,83;6,83
1053087;Lütau;62,28;-0,39;976,11;51,2;50,99;51,4;100;100;99,6;7,25;32,38;9,12;16,4;2,07;10,3;10,3
1053088;Mechow;28,89;0,16;761,93;74,03;76,92;71,05;100;100;100;3,69;5,11;7,91;5,8;9,25;2,57;8,76
1053089;Möhnsen;68,01;-1,89;1916,94;76;70,32;81,18;100;100;100;11,15;19,5;12,195;21,63;7,99;13,59;11,81
1053090;Mölln, Stadt;777,21;0,57;1092,23;55,8;52,59;59,17;100;96,7;95,5;2,33;4,45;8,145;16,64;4,59;6,01;5,73
1053091;Mühlenrade;54,55;3,72;1212,75;68;68,85;67,19;100;100;100;6,57;21,31;7,05;28,02;10,09;10,46;10,46
1053092;Müssen;107,85;1,97;837,25;71,79;70,8;72,85;100;100;100;7,17;28,58;7,96;25,41;2,74;8,45;8,38
1053093;Mustin;58,59;-0,91;937,8;60,7;62,1;59,24;100;100;99,3;6,94;10,32;12,925;10,02;14,32;9,15;13,96
1053094;Niendorf bei Berkenthin;46,12;-0,63;807,72;68,87;60,34;79,17;100;100;98,5;5,75;16,64;16,2;22,37;5,62;5,62;15,4
1053095;Niendorf/ Stecknitz;78,95;0,09;958,48;60,79;59,09;62,56;100;99,3;98,7;5,95;12,11;14,39;23,64;6,1;12,37;12,09
1053096;Nusse;185,85;1,19;1044,57;68,51;71,24;65,77;100;100;100;8,35;15,04;16,015;23,01;1,89;12,54;12,88
1053097;Panten;47,43;0,56;1023,61;69,15;71,01;67,18;100;100;93,3;9,2;11,11;13,31;22,2;6,08;11,24;11,01
1053098;Pogeez;111,53;1;4334;68,15;64,24;72,48;100;100;100;7,84;11,41;11,315;15,65;9,21;13,93;8,84
1053099;Poggensee;68,01;0,16;826,27;73,52;68,22;78,57;100;100;100;7,17;12,54;15,895;24,5;2,29;12,79;12,52
1053100;Ratzeburg, Stadt;480,46;-0,06;1202,68;65,96;63,59;68,52;100;100;99,9;2,41;4,81;5,735;6,69;6,19;5,61;5,96
1053101;Ritzerau;26,91;-0,89;844,67;69,74;65,05;75;100;100;100;7,7;16,68;15,43;24,02;2,73;10,24;10,78
1053102;Römnitz;11,84;0;743,69;58,33;38,89;77,78;100;100;100;8,15;9,57;10,81;10,26;13,71;7,03;13,22
1053103;Rondeshagen;83,28;-0,54;864,95;63,05;63,24;62,86;100;100;100;4,93;17,42;13,885;21,4;5,1;5,1;14,86
1053104;Roseburg;33,74;0,18;1104,12;67,46;67,23;67,7;100;100;99,9;6,43;20,06;8,365;29,94;9,82;9,82;9,82
1053105;Sachsenwald (Forstgutsbez.),gemfr.Geb.;-9999;-9999;-9999;-9999;-9999;-9999;100;99,6;86,4;6,39;19,1;13,46;16,57;6,6;10,56;10,23
1053106;Sahms;74,75;3,31;918,26;79,92;80,62;79,23;100;100;100;5,29;21,78;12,025;23,48;6,8;8,17;6,73
1053107;Salem;25,9;1,42;972,82;57,46;57,44;57,49;100;99,4;99,4;9,31;13,37;15,975;12,11;9,03;12,11;17,01
1053108;Sandesneben;307,67;0,81;1256,16;70,65;71,98;69,43;100;100;100;1,37;27,18;8,2;28,51;2,33;2,33;2,33
1053109;Schiphorst;86,38;1,86;951,4;66,81;65,8;67,86;100;100;97,9;5,46;24,78;4,94;25,29;5,08;5,08;5,08
1053110;Schmilau;47,79;0,18;1364,62;77,18;72,22;81,87;100;100;100;4,93;7,9;7,635;6,13;11,03;7,53;12,11
1053111;Schnakenbek;68,2;1,12;946,89;59,66;58,39;61,02;100;100;98,5;1,81;30,53;5,72;14,69;7,37;9,19;9,19
1053112;Schönberg;98,17;1,32;1037,29;68,62;65,95;71,17;100;99;89,8;2,07;22,77;11,3;22,39;6,82;7,32;7,32
1053113;Schretstaken;57,73;-1,01;1084,46;55,94;49,01;62,13;100;100;100;8,65;14,84;13,6;26,19;9,67;14,78;14,52
1053114;Schürensöhlen;56,36;0,13;1186,78;74,47;78,72;70,21;100;100;100;12,17;17,09;10,945;17,76;12,97;14,02;16,39
1053115;Schulendorf;40,07;-0,47;1081,11;66,32;65,65;66,88;100;99,8;100;6,4;30,75;8,77;21,92;4,82;6,56;6,53
1053116;Schwarzenbek, Stadt;1486,44;1,15;1236,18;68,81;62,85;74,84;100;100;100;2,47;25,18;17,015;18,89;3,72;4,09;3,38
1053117;Seedorf;19,66;1,66;930,91;62,1;63,52;60,65;100;98,1;95,1;7,98;17,21;16,19;15,96;7,73;15,97;20,87
1053118;Siebenbäumen;67,46;-1,02;853,97;71,13;70,9;71,36;100;99,9;99,9;11,75;18,86;8,49;19,53;10,3;10,3;14,23
1053119;Siebeneichen;61,75;2,58;783,46;63,54;61,96;65,17;100;100;100;4;21,7;4,565;30,08;5,71;5,71;5,71
1053120;Sierksrade;112,5;2,06;540,54;73,12;67,2;78,91;100;100;100;4,77;17,59;12,86;21,98;4,64;4,64;14,83
1053121;Sirksfelde;39,68;1,18;715,18;69,31;69,15;69,44;100;99,5;100;4,76;21,56;14,235;28,72;6,49;6,93;6,93
1053122;Steinhorst;34,81;-0,52;914,04;69,97;65,57;74,44;100;96,9;79,4;8,25;22,18;2,155;22,85;8,55;8,62;8,62
1053123;Sterley;44,41;0,52;986,45;68,16;70,83;65,53;100;99,9;100;3,14;10,71;13,285;12,2;3,2;12,2;16,02
1053124;Stubben;69,79;-0,47;1349,44;67,08;63,08;71,82;100;100;100;6,91;18,58;5,72;19,09;6,82;12,53;12,53
1053125;Talkau;104,1;-0,54;997,74;52,17;50;54,32;100;100;100;6,8;13,04;15,06;23,77;7,87;13,1;12,35
1053126;Tramm;50,74;-0,73;1214,65;68,02;66,67;69,37;100;99,3;94,8;9,61;15,81;16,185;27,03;9,39;16,05;15,56
1053127;Walksfelde;59,83;-1,58;980,35;59,23;53,52;66,1;100;100;100;8,25;13,44;16,73;25,75;4,73;13,7;13,42
1053128;Wangelau;32,52;-1,24;1721,32;54,96;62,5;47,76;100;100;100;8,55;32,74;10,3;19,76;3,39;8,2;8,2
1053129;Wentorf bei Hamburg;1970,74;0,94;1310,93;67,92;65,82;70,12;100;100;100;2,56;7,9;8,23;4,44;3,33;4,04;4,36
1053130;Wentorf (Amt Sandesneben);144,49;0,06;1126,77;69,47;61,9;76,64;100;100;99,8;3,13;24,85;11,005;27,28;3,95;3,95;3,95
1053131;Wiershop;39,81;1,03;5881,61;65,87;66,1;65,67;100;100;100;5,16;23,99;9,475;8,01;8,02;7,56;7,56
1053132;Witzeeze;87,38;1,04;878,44;71,35;66,79;75,85;100;100;100;4,81;30,08;7,94;22,54;5,53;5,6;5,6
1053133;Wohltorf;432,16;1,31;1411,73;57,45;54,78;60,17;100;100;100;3,83;9,13;4,32;8,4;3,28;7,6;7,05
1053134;Woltersdorf;43,16;4,01;2145,13;46,72;45,61;47,83;100;100;100;7,09;13,61;12,53;25,13;6,86;13,3;13,15
1053135;Worth;28,34;-0,67;1255,9;67,01;61,54;73,33;100;100;100;6,3;23,74;9,98;8,98;8,55;8,04;8,04
1053136;Ziethen;102,06;1,11;974,25;66,52;68,66;64,31;100;99,2;92;2,99;6,16;8,84;5,9;10,3;4,89;9,81
1054001;Achtrup;52,11;0,95;1349,34;62,38;59,46;65,03;100;100;100;7,18;10,03;11,25;20,66;7,9;10,31;23,08
1054002;Ahrenshöft;61,43;0,93;1509,44;66,87;61,54;72,73;100;100;96,5;10,66;14,05;8,365;13,5;8,12;12,5;15,69
1054003;Ahrenviöl;51,43;-0,04;2724,32;67,09;70,2;64,2;100;100;100;6,32;15,87;4,55;18,24;4,66;13,82;17,94
1054004;Ahrenviölfeld;31,82;0,35;1605,97;57,94;50;68,52;100;100;100;6,81;21,9;10,49;24,23;6,14;10,95;23,91
1054005;Alkersum;41,35;-0,87;2683,4;70,31;68,64;72,07;100;100;99,8;4,43;11,61;72,605;10,53;8,88;8,44;8,44
1054006;Almdorf;91,4;-0,81;953,26;70,97;66,04;76,16;100;100;99,3;7,49;18,75;7,525;17,23;7,01;8,81;19,42
1054007;Arlewatt;63,38;1,2;1988,19;65,35;64,89;65,74;100;100;100;8,03;11,31;10,92;10,76;9,28;10,68;12,95
1054009;Aventoft;28,75;-2,03;2327,04;62,45;61,67;63,25;100;100;86,4;7,45;19,89;4,29;18,6;8,16;8,57;20,26
1054010;Bargum;37,3;0,64;819,99;63,2;63,73;62,64;100;100;100;4,23;11,75;7,21;17,17;7,39;12,21;18,84
1054011;Behrendorf;36,56;0,11;3837,2;65;63,58;66,31;100;100;100;4,66;16,76;5,74;20,09;5,73;5,73;19,79
1054012;Bohmstedt;58,2;0,64;1306,44;67,86;65,13;70,64;100;98,2;85,1;10,01;18,72;5,655;18,15;5,97;10,57;20,34
1054013;Bondelum;17,97;-0,59;1254,12;65,05;57,41;73,47;100;100;100;8,66;20,8;9,42;24,13;9,61;9,77;23,83
1054014;Bordelum;58,2;0,45;1968,89;63,19;62,23;64,14;100;100;100;6,42;18,31;5,435;23,85;7,45;9,04;25,42
1054015;Borgsum;59,35;-1,31;1617,31;65,4;68,63;62,39;100;100;98,5;4,2;14,04;75,8;12,95;6,26;10,86;10,86
1054016;Bosbüll;39,65;2,61;2991,94;67,53;62,03;73,33;100;100;99,8;6,91;8,28;7,85;7,35;7,7;6,77;8,65
1054017;Braderup;50,56;0,36;2575,25;60,63;62,76;58,72;100;100;94,1;5,05;11,95;6,98;9,31;6,57;10,73;12,85
1054018;Bramstedtlund;15,23;0,1;1740,27;60,63;54,24;66,18;100;100;99,9;6,54;19,99;5,77;23,96;6,83;19,32;22,2
1054019;Bredstedt, Stadt;588,31;1,1;1131,9;58,05;56,85;59,2;100;100;100;2,65;18,99;3,51;22,43;3,06;3,53;24,52
1054020;Breklum;231,38;-0,27;1125,76;65,11;63,15;67,17;100;100;100;3,11;21,59;3,015;20,78;4,77;3,96;22,96
1054022;Dagebüll;24,43;0,48;3547,8;65,67;64,43;66,94;100;100;98,9;5,48;16,4;6,47;18,33;13,89;17,14;15,9
1054023;Drage;39,56;-0,24;1091,6;61,76;59,47;64,42;100;100;100;3,05;25,76;9,25;25,28;8,6;24,51;23,4
1054024;Drelsdorf;71,86;0,09;1034,5;68,41;69,48;67,34;100;96,5;88,9;7,16;22,6;3,59;22,93;4,76;9,02;24,67
1054025;Dunsum;25,74;-0,56;1152,97;55;57,14;52,63;100;100;99,3;2,73;17,06;79,33;15,97;4,88;13,88;13,88
1054026;Elisabeth-Sophien-Koog;10,62;5,58;3783,16;56,82;58,33;55;100;100;100;8,89;8,8;11,61;18,7;9,1;9,1;20,89
1054027;Ellhöft;14,32;2,4;4807,69;50,79;50;51,52;100;100;#WERT!;5,53;19,38;7,02;16,17;7,42;17,87;19,75
1054032;Fresendelf;33,08;-1,7;618,9;64,29;70,59;60;100;100;99,6;9,26;28,9;8,83;30,64;17,65;25,39;30,34
1054033;Friedrichstadt, Stadt;635,57;-0,07;819,42;60,63;58,43;62,95;100;100;100;2,13;19,4;3,21;18,92;3,45;18,19;17,04
1054034;Friedrich-Wilhelm-Lübke-Koog;12,16;-1,36;14429,83;60,95;67,39;55,93;100;100;99,8;7,61;20,86;14,65;19,98;14,45;14,45;21,22
1054035;Garding, Kirchspiel;21,49;0,06;1215,44;17,22;12,63;22,35;100;100;100;4,54;16,59;-9999;31,26;5,14;13,41;13,41
1054036;Garding, Stadt;922,55;0,76;864,34;72,28;71,36;73,26;100;100;100;2,26;16,45;15,71;30,49;2,05;13,47;13,47
1054037;Goldebek;36,35;0,73;981,6;64,73;61,68;67,52;100;100;100;4,76;20,45;9,455;24,49;8,09;16,95;21,47
1054038;Goldelund;34,19;0,65;1163,49;63,14;59,52;66,67;100;100;100;6,24;20,78;6,535;26,66;11,49;16,53;25,15
1054039;Gröde;4,37;4,44;1128,73;44,44;-9999;-9999;98,7;98,7;97,3;130,61;142,15;131,62;144,93;81,53;81,53;141,64
1054040;Grothusenkoog;7,34;2,86;5581,46;60;-9999;-9999;100;100;100;7,62;14,94;16,06;29,94;8,88;11,39;11,39
1054041;Haselund;71,77;1,42;1671,14;73,6;74,45;72,76;100;100;94,9;2,81;16,42;3;19,75;6,56;6,56;19,45
1054042;Hattstedt;381,88;0,85;870,43;63,57;65,79;61,29;100;100;100;2,75;10,76;7,61;9,05;3,37;8,9;11,24
1054043;Hattstedtermarsch;7,99;0,97;1204,38;57,22;61,64;54,21;100;100;100;7,21;16,91;9,65;15,21;8,25;13,17;17,39
1054045;Högel;27,52;-0,61;1196,19;62,27;54,14;70;100;100;100;8,9;24,81;3,47;29,72;11,39;12,58;29,31
1054046;Hörnum (Sylt);163,83;0,17;1718,18;74,42;80,48;69,47;100;100;98,4;2,26;23,55;65,41;25,69;21,2;23,41;23,41
1054048;Holm;23,5;3,5;726,55;74,14;82,76;65,52;100;100;99;7,71;9,54;9,34;8,76;8,99;8,03;9,91
1054050;Hallig Hooge;15,74;-1,43;1653,68;59,18;42,86;80,95;100;100;90;109,89;68,13;57,545;70,91;2,74;2,74;67,62
1054052;Horstedt;70,77;1,34;1528,49;68,81;68,4;69,2;100;100;100;6,06;9,03;11,315;8,63;7,72;8,06;10,55
1054054;Hude;53,39;2,37;859,28;56,25;50,91;61,4;100;100;100;4,43;26,49;3,61;28,23;15,33;22,08;27,93
1054055;Humptrup;45,44;1,3;900,07;62,09;64,94;59,21;100;100;81,7;7,13;16,33;7,975;14,14;8,52;13,59;16,7
1054056;Husum, Stadt;919,96;0,4;1847,05;60,41;59,34;61,49;100;100;99;2,19;5,76;9,1;5,32;3,91;4,1;5,84
1054057;Immenstedt;46,54;1,48;750,1;70,63;69,52;71,69;100;100;100;4,91;10,68;5,81;13,94;5,84;6,28;13,64
1054059;Joldelund;41,63;2,02;1368,11;62,82;60;65,8;100;100;99,6;3,04;23,29;9,895;27,32;10,96;18,28;24,66
1054061;Kampen (Sylt);57,65;0,99;13018,6;64,14;64,54;63,8;100;100;98,7;2,2;9,35;53,695;7,91;3,88;7,64;7,64
1054062;Karlum;14,59;-0,37;1833,97;71,43;71,21;71,64;100;99,6;88,9;6,48;11,31;9,265;13,71;7,58;11,79;17,28
1054063;Katharinenheerd;19,74;-1,66;753,28;70,45;72,34;68,29;100;100;100;5,16;20,01;11,575;26,22;5,38;9,56;9,56
1054065;Klanxbüll;98,02;0,94;1384,22;75,08;77,56;72,58;100;100;100;2,75;16,52;9,54;15,64;9,52;9,52;16,89
1054068;Klixbüll;60,72;1,88;2155,36;64,63;70,63;59,23;100;100;100;6,17;7,98;3,34;6,9;3,5;7,38;10,4
1054070;Koldenbüttel;34,81;-0,2;740,69;70,76;66,9;74,91;100;100;100;4,73;16,99;8,67;16,51;8,06;15,4;14,63
1054071;Kolkerheide;37,62;6,78;665,67;87,93;72,22;95;100;100;100;3,03;22,57;8,44;25,9;11,22;12,71;25,59
1054072;Kotzenbüll;24,32;-1,91;730,27;61,54;56,14;66,67;100;100;100;4,43;24,63;7,06;22,21;5,51;5,54;5,54
1054073;Ladelund;60,4;1,24;1122,82;57,55;58,64;56,44;100;100;100;3,55;15,92;4,355;20,46;4,21;16,4;23,29
1054074;Langeneß;11,41;-1,14;743,11;61,54;55,56;69,7;100;100;99,9;148,8;135,6;126,64;138,38;74,98;74,98;135,09
1054075;Langenhorn;71,05;0,78;1764,32;63,18;61,2;65,21;100;100;100;5,79;14,98;8,5;19,58;5,51;13,21;20,71
1054076;Leck;263,85;0,19;1240,25;61,13;59,63;62,64;100;100;95,4;3,25;3,91;7,7;13,33;3,98;4,57;16,25
1054077;Lexgaard;10,31;2,5;917,94;67,65;43,75;88,89;100;100;96;6,62;11,13;8,65;12,41;8,11;11,62;15,99
1054078;List auf Sylt;87,84;1,81;2457,71;79,38;77,5;81,03;100;94,1;92,6;3,06;18,1;62,57;16,66;12,63;16,39;16,39
1054079;Löwenstedt;35,32;1,46;3404,77;70,67;73,58;68,07;100;99,7;87,3;3,43;21,47;7,12;24,88;11,62;11,9;24,27
1054080;Lütjenholm;31,75;1,59;1665,26;67,77;66,02;69,44;100;100;99,5;2,58;17,11;10,98;22,69;10,23;15,07;24,36
1054083;Midlum;48,94;-1,22;1316,98;69,23;75,44;63,33;100;100;96,8;8,98;13,75;73,845;12,66;11,77;10,57;10,57
